TIME,SL,EEG,BP,HR,CIRCLUATION,target
13173.8,78189.2,-4.85E+03,59,272,3539,1
11978.5,46880.9,-5.11E+03,21,215,2188,1
15997.8,102280,-8216,32,339,4068,0
15444.7,28066,-7183,53,281,1122,0
14944.4,59723.3,-6553.48,141,305,2610,1
12413.8,114907,-3.12E+03,41,235,4905,1
12558.8,45335.8,-2.74E+03,38,223,2059,1
7971.42,12121,-2564,27,110,765,0
30773.3,784738,-16603,159,710,23788,0
9645.95,26437,-3810,55,152,1409,0
8209.78,33790,-3368,92,156,1744,0
24959.6,344449,-13569,138,530,10552,0
9514.94,27926,-2584,21,171,1521,0
8979.02,25451.8,-3145.63,32,157,1519,1
13742.1,118515,-5465,44,272,4714,0
16651.5,218056,-11329,62,431,8473,0
21624.9,204857,-5.17E+03,93,403,6746,1
6494.84,8552,-1956,37,105,514,0
21176,339891,-6.83E+03,116,462,11563,1
9317.49,13891,-4416,19,163,694,0
5152.57,4346.14,-1.40E+03,10,79,317,1
9747.05,29209,-4401,60,192,1524,0
8558.06,12286.6,-2403.21,81,128,693,1
35973,1312510,-17193,167,879,32301,0
14975.7,78326.7,-2.65E+03,53,223,2059,1
36162.7,1002210,-20972,235,920,22322,0
10528.6,77156,-4186,32,160,2251,0
14927.2,80515,-8934,93,357,3383,0
14454.5,85497,-5391,44,295,3631,0
20999.2,394272,-13253,104,469,12347,0
15463.7,151524,-5042,43,311,6067,0
16313.7,69042,-7691,97,309,2468,0
7333.47,8785,-3057,15,106,552,0
4071.64,2203.91,-1001.46,19,54,165,1
11367,27118.4,-6.45E+02,40,166,1111,1
14951.1,103447,-10049,37,315,3975,0
11284.9,32743,-3238,27,210,1635,0
15631.3,119429,-1.81E+03,70,271,4426,1
12135.2,79074.2,-6.23E+03,37,272,3539,1
12449.5,80687.2,-4.56E+03,31,272,3539,1
12930,79902.6,-5.18E+03,34,272,3539,1
7729.38,9164.41,-2924.33,18,138,554,1
20947,156105,-8543,105,452,5433,0
18862.6,165888,-6284.49,80,352,6744,1
8325.08,25515.6,-3269.9,31,157,1519,1
5153.53,1550,-1227,31,69,90,0
7750.82,19685,-3099,89,167,1206,0
15265.6,146678,-5339,236,309,5850,0
7050.48,12743.1,-2232.27,81,108,643,0
5698.17,4533.48,-1174.12,19,72,340,1
18311.6,211337,-10401,105,352,4825,0
13459.1,100453,-7683,66,309,4247,0
4573.27,2904.98,-1282.57,41,71,249,1
12745.2,31926,-5379,82,196,1413,0
25360.2,477448,-1.14E+04,54,483,15505,1
8247.6,12894,-4927,47,164,768,0
10556.8,37249.6,-4122.31,113,205,1751,1
12425.7,38428.3,9.57E+03,29,234,1581,1
6868.51,10443.7,-3.16E+03,15,109,689,1
6507.56,10336,-1987,20,114,654,0
6720.62,13758.3,-2682.41,10,119,931,0
10981.1,67583,-5248,45,270,3146,0
12332.5,92139,-2720,50,228,2608,0
10482.4,56658,-6180,55,187,2596,0
4589.01,1933,-1706,10,61,148,0
8453.45,12274,-2865.09,94,136,619,1
4649.9,2984.71,-1198.93,28,71,249,1
7879.03,9384,-2787,80,129,585,0
13550.9,119843,-8075,126,280,5218,0
7293,14057.8,-2369.89,90,120,809,1
7671.35,11229,-2591,1,74,267,0
13153.3,32392,-6684,32,217,1581,0
6615.61,6168,-3333,23,132,397,0
20805.2,410955,-9.79E+03,62,473,14125,1
14760.5,70045,-5125,100,243,2675,0
14984.7,48346,-4622,52,335,2003,0
10647.6,53526,-5328,24,184,2320,0
18505.1,198592,-8.41E+03,54,390,7459,1
9593.07,39499.8,-2.40E+03,15,196,1885,1
18431.4,145997,-6345.38,136,362,5847,1
9277.62,27169.8,-3.01E+03,37,156,1364,1
8668.35,31056,-4200,4,146,1412,0
10594,38118.1,-3710.54,27,193,2118,1
7788.48,8841,-2687,56,127,550,0
13477.5,59666,-5929,48,243,2538,0
25338.5,461216,-15909,119,597,14476,0
6485.52,10282.6,-2.75E+03,16,109,689,1
8683.72,23386,-4320,92,144,1305,0
6652.08,6442,-2737,54,104,429,0
9907.52,33562.9,-3579.88,91,176,1922,1
24755.4,269472,-1.08E+04,107,537,8350,1
9970.72,38443.2,-4143.32,15,193,2118,1
13657.4,60692.7,-4.31E+03,23,247,2754,1
13449.5,51665,-5616,57,269,2331,0
25572,477319,-1.21E+04,57,483,15505,1
11068.3,40113.7,3.18E+02,62,223,2059,1
15559.2,184866,-9781,91,407,7468,0
23908.7,843725,-14353,62,533,20414,0
9441.45,39285.3,-2.68E+03,19,196,1885,1
9496.35,28895,-4079,31,179,1523,0
10896.5,15385,-5280,66,207,812,0
24738.1,404324,-10599,133,523,11432,0
11430.7,53225,-5573,111,255,2391,0
8032.97,11903.9,-2615.92,82,128,693,1
22454.8,394822,-11308,140,459,11412,0
5859.94,5926,-2999,12,109,401,0
4287.4,1995.17,-1033.54,8,63,166,1
4878.32,3457,-1726,6,72,243,0
6664.86,10331.7,-3.38E+03,15,109,689,1
7892.31,14376,-3533,18,134,808,0
15993,70456,-8891,31,250,1817,0
11830.4,37415,-3077,32,230,1937,0
14885.8,171881,-6364,59,298,6283,0
5564.84,4207.91,-1474.79,123,88,318,1
9021.23,20844,-4100,23,159,1159,0
7918.1,16349,-2410,83,128,848,0
12425,79185.9,-6.75E+03,48,272,3539,1
21039.9,480715,-12220,182,459,14984,0
7302.01,12438,-2618,23,162,769,0
26160.6,301550,-10453,111,541,6647,0
6613.28,4858.41,-2021.67,65,93,248,0
11309.1,87784.4,-2.19E+03,16,220,3450,1
12336.8,46133,-7538,94,246,1877,0
9523.61,12447.7,-2671.03,93,136,619,1
21799.5,380879,-10542,136,500,12495,0
11893.3,36702,-7769,146,242,1586,0
8990.96,32505,-5135,43,195,1692,0
10445.2,16845,-5198,17,160,732,0
12457.9,78883.5,-7.15E+03,45,272,3539,1
11396.1,70134,-4904,20,254,3618,0
12535.4,115528,-3.17E+03,50,235,4905,1
7523.99,15517,-4068,82,130,929,0
13875.5,91032.2,-3.95E+03,64,254,3885,1
14416.4,130714,-7885,66,328,5736,0
10316.9,20902,-5109,67,194,975,0
20427,320484,-12276,295,451,11274,0
6529.63,10450.7,-2.40E+03,14,109,689,1
5297.91,4283.81,-1.21E+03,12,79,317,1
5902.91,6371,-1049,272,95,429,0
20255.3,252477,-1.49E+04,60,540,8870,1
24401.4,271238,-9.41E+03,93,537,8350,1
12703.8,86774,-7466,244,295,3978,0
16516.2,122916,-10382,147,381,4924,0
10174.7,10322.3,-2.18E+03,34,154,587,1
7648.25,9477.51,-2428.15,16,123,621,1
11594.7,29756,-4681,46,219,1313,0
9096.95,16688.4,-4158.72,85,172,973,1
7959.36,4368.29,-2420.2,20,120,251,0
12060.2,78755.3,-6.15E+03,38,272,3539,1
7680.81,2612,-1881,28,103,151,0
10154.4,26895.9,-2.50E+03,32,166,1414,1
12168.2,113266,-2.69E+03,41,235,4905,1
21416.2,497075,-14524,108,584,15863,0
9677.17,31808,-3458.64,74,176,1922,1
12521.8,90443,-5.23E+03,47,254,3885,1
6038.51,7463.7,-1499.3,9,80,395,0
9492.82,16694.1,-3820.62,89,172,973,1
8071.1,23340,-5646,34,184,1415,0
6046.27,7563.37,-1677.79,52,93,545,1
17079.9,258219,-10581,61,437,9683,0
5609.98,7284.91,-1800.29,67,104,457,1
17823.9,197002,-8784,58,399,7458,0
4152.18,1991.93,-1075.15,7,63,166,1
8154.8,12088.1,-2519.82,82,128,693,1
6959.19,4624,-2803,34,106,295,0
15847.7,132729,-55076,59,317,5217,0
5189.74,3524,-2116,8,76,247,0
9815.11,40157.3,-3.12E+03,16,196,1885,1
11297.5,81023,-6669,31,280,3713,0
21119.9,364880,-11564,93,524,12196,0
8629.71,11978.3,-2450.11,82,128,693,1
15035.1,94550,-7143,79,317,3382,0
8821.51,13434.7,-2923.19,12,148,729,1
8672.28,29463,-4007,32,182,1633,0
13269.4,54048,-5043,44,247,2463,0
24626.8,566239,-10187,177,533,12198,0
5240.37,4211.34,-1498.1,121,88,318,1
6094.49,8143,-2117,12,87,485,0
15211.5,81349.2,-1.92E+03,53,223,2059,1
14325,185051,-6699,44,335,7581,0
29335.6,657611,-16818,122,688,17715,0
13863.7,91686.8,-4.79E+03,47,254,3885,1
15622.8,128057,-7850,81,351,4913,0
9605.83,75726,-5931,26,218,3707,0
35616.2,1385700,-21268,114,728,33059,0
12167.4,72069,-5646,57,290,3544,0
22454.4,228036,-13850,103,499,7348,0
21534.6,231460,-4.19E+03,89,537,8350,1
10138.9,37821,-5426,66,205,2124,0
8672.14,24852.2,-3251.15,27,157,1519,1
7117.68,15298,-3834,51,121,931,0
8203.24,13298,-3344,9,112,549,0
12780,40390,-7238,49,240,1582,0
8545.76,15478,-3906,24,172,894,0
13273.3,51842.8,-2.74E+03,42,234,2464,1
8545.8,9882.37,-2404.46,12,123,621,1
19817.1,227021,-15977,252,513,8096,0
6544.47,6654,-4397,40,129,456,0
12377.9,49618.3,-3.86E+03,37,234,2464,1
12635.8,40273,-6613,122,227,1696,0
9366.48,16196,-3019,16,161,807,0
6646.16,10330.6,-3.11E+03,13,109,689,1
13197.7,60112.4,-4.82E+03,27,247,2754,1
9697.77,48184,-5.25E+03,28,216,2677,1
13655.9,112364,-7775,56,314,4531,0
10030,20527,-2033,36,146,974,0
13463.5,80112.8,-5.10E+03,57,272,3539,1
23065.5,266000,-8.11E+03,98,537,8350,1
14214,84367,-9093,56,318,3630,0
8634.75,25312.1,-3174.19,22,157,1519,1
13754.9,62008.1,-4.36E+03,31,247,2754,1
15038.3,115200,-5.10E+03,50,271,4426,1
12215.3,84966,-10054,105,263,3463,0
17565.7,143274,-6598,38,307,3387,0
9824.58,29307,-4500,95,172,1518,0
8140.29,30545,-2599,109,169,1803,0
19252.1,454805,-12489,321,431,15329,0
15957.5,75670,-8383,79,336,3138,0
16915,135908,-8962,216,360,5741,0
7258.49,14222.2,-2325.44,82,120,809,1
9582.21,12122.5,-2664.17,92,136,619,1
9783.87,38441.8,-4175.54,15,193,2118,1
14380.5,141057,-5.58E+03,41,315,5844,1
18115.3,161376,-1.06E+04,80,388,6290,1
19801.4,494750,-14639,62,542,16953,0
20026,591959,-14770,191,457,16028,0
12141.9,50854.4,-4.54E+03,47,234,2464,1
12647.7,29072,-5773,44,235,1420,0
10367,43555,-5765,149,214,2321,0
13606.1,77230,-5515,47,311,2838,0
10875.2,44735,-4333,86,192,2189,0
10911.4,31797.8,-2.74E+03,22,166,1414,1
4226,1938.59,-1067.77,5,63,166,1
10015,38137.2,-4073.49,25,193,2118,1
4135.42,1981.51,-1069.25,5,63,166,1
8370.33,37445.8,-2.38E+03,17,196,1885,1
8665.47,11544,-3663,59,127,653,0
6363.7,6822,-2320,14,105,427,0
10979.4,45220,-4921,28,215,2188,0
7305.73,14284.6,-2382.32,90,120,809,1
11863.2,87896.6,-2.77E+03,25,220,3450,1
7858.4,14244,-1943,10,125,807,0
14773.9,165250,-5893,52,347,6860,0
14938.1,148379,-8753,58,330,5848,0
5418.47,4178.98,-9.30E+02,12,79,317,1
14985.5,140936,-4.07E+03,49,315,5844,1
12771.4,103695,-2.03E+03,15,220,3450,1
15665.1,116524,-4.33E+03,53,271,4426,1
18615.1,178377,-6.02E+03,78,403,6746,1
15450.4,167580,-5752,77,294,6059,0
10243.5,18966,-4673,98,176,977,0
11015.1,27117,-4772,40,210,1364,0
4740.98,3290.29,-1186.44,34,71,249,1
9641.03,18590,-4292,16,189,978,0
15309.2,83968,-6787,61,313,3554,0
17850.6,177271,-7.26E+03,70,403,6746,1
6528.62,10391.2,-2.96E+03,16,109,689,1
12768.7,51273,-5671,158,251,2260,0
22774,410917,1.41E+06,59,473,14125,1
14312.2,140775,-4.73E+03,43,315,5844,1
16563.8,171353,-9968,227,386,6756,0
11185.2,36759,-3171,24,211,1814,0
5948.03,6586,-2842,49,109,398,0
7759.74,11829.1,-2670.43,80,128,693,1
16648.2,149348,-8617,49,302,5522,0
23587.7,414973,-13037,74,510,12351,0
8920.44,25745,-4448,85,168,1358,0
8260.1,25283.3,-3296.3,32,157,1519,1
9504.05,26203,-3733,120,180,1467,0
14408.7,154148,-9426,243,353,6402,0
10213.2,59305,-5428,25,233,3050,0
9750.72,57010,-3265,41,203,3127,0
24679.4,238998,-9530,39,364,4346,0
15709.5,115335,-3.77E+03,74,271,4426,1
11959.9,30451,-4809,39,202,1522,0
12460.2,79840,-5845,94,234,3131,0
11019.5,65071,-8355,54,247,3453,0
10093.4,41491,-4313,19,181,2054,0
4964.78,1302,-1887,20,79,104,0
14483.3,141340,-7339,108,296,5330,0
15155.9,60283.3,-6546.08,149,305,2610,1
13710.5,59651,-7529,163,253,2616,0
14620,54731.8,-4.58E+03,37,215,2188,1
12109.1,49578.5,-3.67E+03,50,234,2464,1
13978.4,142701,-6188.56,162,308,6057,1
7299.47,14129,-2317.84,84,120,809,1
22873.6,256569,-1.33E+04,75,540,8870,1
12605.2,80613.6,-6.91E+03,44,272,3539,1
17571.5,262096,-10118,53,381,9528,0
10394.9,37775.9,-3.24E+03,40,196,1997,1
10350.8,40585.3,-2.22E+03,15,196,1885,1
13781.9,110774,-7023,33,278,4812,0
6353.52,5173.9,-2226.34,53,107,346,1
11444.6,42680.1,-2.50E+03,40,166,1414,1
13342.4,143207,-7120,32,258,5830,0
20638.5,150343,-8497,93,400,5432,0
9328.19,49361.6,-6.71E+03,23,216,2677,1
11452,86323,-7748,34,268,4154,0
9500.3,50262,-4365,35,190,2743,0
9621.79,38760.1,-2.49E+03,15,196,1885,1
21528.5,317360,-16561,81,509,10544,0
14869.9,141274,-4.17E+03,52,315,5844,1
14591,161688,-8436.98,66,362,6628,0
13624.6,76091,-4.58E+03,49,264,3217,1
8558.66,10569,-3857,42,140,551,0
12721.8,61063.9,-4.19E+03,36,247,2754,1
8792.48,10264.1,-2469.09,92,130,490,1
10642.8,56569.5,-5541.63,147,237,2672,0
16841,117209,-9093,98,330,4342,0
6925.95,8210,-3273,9,101,552,0
9542.22,39749.4,-2.67E+03,21,196,1885,1
17057.8,181287,-10630,55,369,6864,0
4688.96,2333,-1756,34,70,185,0
10118.1,48070.4,-3.87E+03,27,216,2677,1
10087.8,24391,-2504,42,208,1313,0
7210.64,17663,-4147,19,140,976,0
20202.2,237798,-1.03E+04,94,537,8350,1
14834.5,57384,-6187,20,180,1167,0
8024.39,9530.12,-2773.12,30,138,554,1
14919.1,154154,-9347,42,374,6081,0
12881.8,65222,-5748,23,237,2605,0
14061.9,141314,-4882,47,316,5745,0
29010.4,763828,-18757,115,781,21881,0
9045.76,12123.3,-2675.4,92,136,619,1
20385,235158,-10324,29,369,5746,0
13700.4,137724,-7440,135,286,5740,0
25162.4,423321,-12982,417,572,14146,0
11949.5,64623,-4787,10,191,1931,0
10787.3,43054,-5552,45,215,2060,0
8673.06,14815,-2746,25,149,851,0
16661.6,256695,-8108,78,389,9131,0
11076.2,32363,-4333.08,119,204,1692,1
5387.34,7030.36,-2085.07,74,104,457,0
18683,160948,-9.74E+03,86,388,6290,1
4103.93,1935.45,-1063.05,5,63,166,1
7018.08,14490,-2217,71,134,888,0
6730.52,5084.08,-2207.19,52,107,346,1
13007.4,78731,-5.38E+03,45,272,3539,1
13918.4,106178,-8856,50,308,4156,0
7968.52,26425.7,-2.33E+03,33,156,1364,1
13942.8,130000,-7850,263,367,5532,0
14520.8,185944,-7460,166,307,6856,0
6361.46,7227,-2002,20,100,516,0
13595.7,74591,-4341,109,287,2983,0
11895.2,92624,-5161,50,263,4520,0
32758.4,1009300,-18029,117,708,25126,0
15606.3,60291.3,-5.73E+02,36,215,2188,1
14600.6,109954,-7245,48,323,4253,0
7202.49,9557.69,-3099.61,18,138,554,1
12986.9,121366,-6314.78,172,281,4717,0
15462.8,170902,-6.32E+03,78,403,6746,1
12691,45691.9,-5888.89,69,273,2061,1
4194.33,3356,-925,10,68,270,0
10692.4,50286.6,-4.46E+03,32,216,2677,1
9828.56,46654,-6641,83,200,2457,0
10367,49985,-6097,23,208,2395,0
13692.9,149213,-11081,68,367,6073,0
18957.7,159044,-6483.62,153,352,6744,1
11907.1,48451.7,-6.39E+03,23,215,2188,1
9548.12,44945,-4787,88,188,2318,0
19266.3,288349,-8569,108,465,10110,0
9724.53,39742,-5417,21,177,1803,0
5007.65,4860,-4035,27,109,348,0
13383.5,98688,-8539,60,262,3544,0
25496.6,411969,-12520,167,563,12827,0
6381.59,16412,-3153,9,117,1014,0
11213.5,49982.7,-3.53E+03,21,216,2677,1
9939.49,61095,-4701,46,218,3134,0
11150.3,45780,-3514,31,177,1748,0
18057.7,167745,-6200.99,88,352,6744,1
20324.6,231044,-8.56E+03,115,537,8350,1
14814.6,131366,-7171,54,363,5639,0
10645.1,37616,-5401,26,190,1523,0
15518.6,72589,-7119,118,331,3060,0
20510.4,254178,4.45E+04,79,540,8870,1
5657.59,5428,-2278,12,99,345,0
5976.87,10806,-2662,3,98,654,0
9518.19,42777,-4746,15,199,1990,0
14394.6,140075,-5.87E+03,41,315,5844,1
13483.5,55617.3,-1.92E+03,63,224,2192,1
21038.7,466494,-14581,305,497,16216,0
5011.09,3223.93,-1121.02,40,71,249,1
12981.8,77840,-4997,40,280,3296,0
9385.48,46587,-3634,27,205,2461,0
16151,95724,-9819,55,335,3630,0
24822.9,475519,-1.13E+04,42,483,15505,1
8186.77,11990.8,-2554.03,82,128,693,1
18289.2,220828,-13509,81,425,7710,0
13849.8,55741,-6062,65,258,2327,0
14304.4,140117,-6.00E+03,42,315,5844,1
14596.4,131986,-7895,211,329,5319,0
14121.8,51892.9,-3.51E+03,46,234,2464,1
2283.51,53.3437,-4.64E+02,96,33,5,1
10031.3,10557,-2.64E+03,36,154,587,1
11522.9,92170,-7301,104,271,4246,0
10018.4,32699,-4777,108,173,1752,0
13497,104812,-7817,238,305,4343,0
5890.3,3846,-2015,14,97,250,0
13462.4,92534,-5812,50,271,3224,0
13112.7,51846.3,-2.71E+03,41,234,2464,1
6285.1,12580,-2693,15,118,842,0
20673,232975,-5.70E+03,100,537,8350,1
18192,296485,-14178,373,512,10113,0
5412.32,3504.11,-795.696,47,51,132,1
6568.9,5419,-2355,10,101,345,0
25230.6,476114,-1.22E+04,50,483,15505,1
32972.9,527254,-16245,130,710,15353,0
16879.3,253730,-10642,71,381,9943,0
9904.91,41258,-5933,16,187,1993,0
7623.39,16570,-2665,42,136,1018,0
11257.7,59315,-5338,114,211,2740,0
4258.17,1937.55,-1063.74,5,63,166,1
7004.02,11577,-3158,16,122,696,0
8551.47,35996,-2427,37,177,2051,0
6957.94,6141,-1451,12,80,341,0
11139.7,52064,-6.21E+02,57,224,2192,1
5192.11,8188,-1207,12,71,515,0
4828.43,2356,-1619,10,65,150,0
9783.91,29200.3,-1.88E+03,37,166,1414,1
3927.28,1495.96,-909.982,35,52,133,1
7709.41,18841,-3490,14,138,1110,0
14865.6,58251.6,-4.73E+03,34,215,2188,1
13202.6,37570.7,1.09E+02,51,234,1581,1
10927.2,74678,-4817,16,222,3366,0
11098.9,64611,-5063,46,231,3053,0
10732,26636.5,-4237.4,51,214,1469,1
13570.1,85707,-6552,164,305,3803,0
8591.69,31014,-3056,79,161,1804,0
16358.5,91527,-6336,133,339,3458,0
6308.91,10287.3,-3.37E+03,16,109,689,1
19808.4,275942,-11019,215,436,8996,0
6901.8,12502.2,-1774.82,25,105,765,1
6841.1,13444.4,-1539.48,25,96,804,1
12541.3,74422.3,-4.49E+03,27,249,3630,1
23117.8,471601,-1.12E+04,49,483,15505,1
14931.4,96727,-6876,30,258,3293,0
23251.5,452399,-13753,109,568,15336,0
4129.24,2001.59,-1078.17,5,63,166,1
24311.6,476713,-7.72E+03,49,483,15505,1
6381.04,7581.84,-1546.63,47,93,545,1
10468.1,35534,-1313,59,202,1870,0
15745.8,99426,-6255,56,321,3630,0
12128.2,108562,-5961,99,302,5020,0
6958.14,15573,-3385,22,121,1020,0
14115.9,101596,-5575,48,278,4152,0
10640.9,33803,-3810,34,207,1699,0
5075.09,3338,-2380,18,70,205,0
21313,405883,-7.88E+03,66,473,14125,1
9374.85,39036.1,-3.10E+03,15,196,1885,1
11460.2,50162.8,-4.59E+03,18,216,2677,1
20686.9,294959,-2944,232,456,10389,0
4878.45,3129.03,-1145.08,30,71,249,1
9212.45,27492,-4952,27,196,1686,0
9852.88,10548.6,-2.69E+03,36,154,587,1
6922.14,11061,-3037,18,120,691,0
11694.4,59501.3,-7.53E+03,35,247,2754,1
8140.43,11988.2,-2591.7,77,128,693,1
6843.44,13775.1,-1559.65,13,96,804,1
15693.8,115159,-4.87E+03,55,271,4426,1
13243.3,131868,-7651,37,316,5521,0
14056.1,140468,-5.20E+03,47,315,5844,1
11437.2,33306,-2911,100,206,1212,0
6871.35,14924,-3772,43,112,799,0
9860.28,34489,-4138,33,184,1577,0
14656.2,116835,-10580,249,369,5013,0
15917.1,115732,-4.88E+03,58,271,4426,1
13651.8,55979,-6808,361,275,2130,0
12539.2,25388,-4840,41,213,1068,0
23754.4,534974,-16865,207,517,16579,0
8259.35,9955.32,-2390.69,12,123,621,1
6317.09,5698,-2515,17,110,319,0
33310.4,617204,-19392,168,701,15881,0
9838.19,27872,-4257,47,181,1418,0
13111.5,50476.4,-5.01E+03,27,215,2188,1
11960.6,60238,-8040,41,280,2899,0
4897.32,2921.23,-1236.58,39,67,224,1
13119.3,46394.6,-2.66E+03,35,223,2059,1
24301.1,472235,-1.18E+04,44,483,15505,1
6129.75,7439.96,-1575.71,48,93,545,1
7106.19,6011,-3147,25,106,297,0
21196,339382,-8.76E+03,117,462,11563,1
6966.34,14143.5,-2446.28,80,120,809,1
19872.8,238514,-1.02E+04,87,537,8350,1
7500.29,7192,-3588,83,129,400,0
12731,77451,-7762,24,316,3216,0
8047.89,11972.2,-2504.39,80,128,693,1
10530.8,44557,-2292,54,196,1808,0
11891.7,119400,-4885,29,266,5413,0
20401.1,318812,-11998,92,455,10683,0
7164.05,13897,-2184.73,62,120,809,1
9648.33,39773,-2.93E+03,21,196,1885,1
16486.9,167041,-8671,273,353,5750,0
14980.3,81441,-7988,59,284,3058,0
18253.1,468081,-11762,75,460,16386,0
7075.81,17282,-2799,13,130,1019,0
13354.4,58028.7,-4.32E+03,39,224,2192,1
9101.86,16048,-5035,84,164,890,0
17686.7,161128,-1.05E+04,207,388,6290,1
14905.6,122455,-5752,55,330,4534,0
9108.7,26040,-3304,25,156,1363,0
9224.07,51849.7,-3.87E+03,29,188,2599,1
19156.5,164584,-5972.17,72,352,6744,1
16062.3,188174,-9328,54,321,7328,0
12251,42698,-6334,45,260,2001,0
12215,113157,-3.11E+03,42,235,4905,1
8395.76,9479,-2327,26,141,553,0
11966.2,50925.4,-5.74E+03,39,234,2464,1
13467.2,140607,-4.20E+03,38,315,5844,1
7956.87,12356.9,-3045.89,82,136,619,1
8494.6,22292,-4997,105,162,1308,0
22392.5,313332,-8892,97,462,10529,0
9244.51,25751.9,-2799.63,31,157,1519,1
9594.94,84750.8,-2.93E+03,20,220,3450,1
24447.2,666240,-12312,69,551,17503,0
5197.06,3842,-1612,22,86,268,0
10604.7,37586.4,-3.86E+03,35,196,1997,1
12236.5,133472,-6364,46,254,5416,0
8389.07,25302.3,-3064.54,34,157,1519,1
7057.3,14579.1,-2486.61,43,134,970,1
12479.7,98417,-6600,24,249,4152,0
14873,108978,-8004,73,330,4625,0
9226.45,12949.4,-2772.16,90,136,619,1
11713.6,39404,-3140,36,209,1314,0
13906.4,85748,-7038,57,291,3629,0
8708.28,21326,-2007,31,136,1110,0
15265.9,158138,-11011,68,353,6857,0
8897.07,51583.7,-3.05E+03,25,188,2599,1
15689.6,115326,-5.55E+03,51,271,4426,1
19646.7,221048,-10685,67,437,7577,0
18058.6,179850,-7.27E+03,77,403,6746,1
18301.2,179843,-5.93E+03,74,403,6746,1
7086.25,14210.8,-2419.21,88,120,809,1
17334.6,128599,-7516,46,362,5213,0
17361.4,208506,-9840,214,376,7705,0
10600.3,105701,-7005,48,244,5208,0
8643.04,18888,-3851,33,145,933,0
8590.38,29618,-3321,27,177,1578,0
7274.36,10166,-3758,33,131,588,0
5147.09,2844.16,-1238.32,49,67,224,1
8425.05,18124,-2014,82,145,1067,0
10544.5,66926,-5837,82,260,3132,0
5838.8,4122.08,-1468.66,121,88,318,1
22172.7,410654,-8.34E+03,73,473,14125,1
9656.76,13286,-2877,38,130,657,0
4909.39,2881.56,-1270.76,51,67,224,1
4797.49,4213.83,-1432.9,7,72,340,0
6675.97,10366.7,-3.27E+03,15,109,689,1
10523,46738,-5420,41,220,2391,0
12359.9,95573,-6850,197,256,4156,0
16002.9,201826,-7738,41,324,7204,0
8127.7,12092.5,-2737.02,84,136,619,1
10286.7,65727,-5087,26,218,3127,0
17238.8,194308,-12024,294,375,6628,0
25229,474706,-1.03E+04,65,483,15505,1
12831.4,37799,-3095,40,254,1812,0
15662.7,60021.1,-6571.55,167,305,2610,1
15959.6,117476,-5.59E+03,53,271,4426,1
8372.08,34714,-2669,32,178,1928,0
5518.18,3258,-4057,14,112,228,0
9448.81,51046.4,-2.36E+03,23,188,2599,1
12236.6,78397.7,-5.82E+03,56,272,3539,1
12944.7,39455,-6490,55,240,1999,0
8299.06,11978.2,-2549.6,82,128,693,1
11276.7,57250,-6695,148,229,2604,0
18459.9,161519,-8388,65,318,4732,0
9517.86,30940,-3518,138,195,1633,0
4163.79,1946.24,-1074.51,5,63,166,1
6178.77,6141,-2714,231,114,427,0
14309.6,51705.2,-4.22E+03,37,234,2464,1
19285.3,171885,-10018,276,389,6068,0
9329.73,47030.5,-3.89E+03,17,216,2677,1
13112.8,52075.4,-5.05E+03,22,215,2188,1
5130.03,2707,-2512,9,82,206,0
31507.1,1225000,-21786,161,883,32064,0
14715.3,173010,-7374,46,313,7578,0
13236.3,79878,-6.88E+03,60,272,3539,1
12515.4,118096,-6188,23,263,4807,0
12631.9,116485,-3.97E+03,37,235,4905,1
14575,113317,-9040,55,300,5105,0
16347.2,110679,-3.58E+03,37,322,4619,1
9749.09,10136.3,-2.65E+03,33,154,587,1
6144.78,7565.73,-1617.45,50,93,545,1
5685.56,4626.37,-2.00E+03,10,79,292,1
19781.6,179859,-4.55E+03,80,403,6746,1
8764.99,14427.9,-3877.58,181,167,850,0
11133.3,39187.6,-4043.23,121,205,1751,1
19881.5,345935,-11235,74,456,11275,0
18988.1,180356,-16440,240,478,6410,0
6999.46,13915,-2493,92,120,809,1
10878,25961,-4002,28,178,1208,0
18134.9,200433,-7.59E+03,48,390,7459,1
18260.6,123302,-7919,56,360,4528,0
8596.81,38006,-4038,16,166,2118,0
4776.94,2173,-1561,2,65,180,0
14192.4,99721,-9146,40,292,4431,0
11132.2,53303,-7279,88,242,2462,0
6060.12,12913,-231,62,109,806,0
10954.3,33367,-3700,57,198,1522,0
10488,17784,-3384,29,181,658,0
11204.6,50356,-5.15E+03,24,216,2677,1
16040,116035,-4.07E+03,76,271,4426,1
8836.33,16300,-5021,36,154,932,0
11050.2,47893,-6782,31,213,2255,0
14590,51429.7,-2.60E+03,39,234,2464,1
4285,2050.5,-1085,4,63,166,1
17144.2,117534,-6485,59,314,4252,0
6270.14,13636.9,-1634.3,14,96,804,1
10345.4,26428.2,-4286.04,41,214,1469,1
10909.3,102718,-5939,43,233,4712,0
12939.2,74769,-5990,38,247,3295,0
7447.06,27154.5,-2.35E+03,36,166,1414,1
13230.1,55250,-7064,176,269,2329,0
13609.8,60399.2,-4.78E+03,34,247,2754,1
8419.55,22622,-4161,63,161,1258,0
7313.85,13986.6,-2324.37,94,120,809,1
10385.9,36924.1,-3.21E+03,30,196,1997,1
2617.76,52.6901,-4.56E+02,96,33,5,1
7326.25,6728,-3337,12,114,428,0
6931.91,13498.5,-1447.8,35,96,804,1
